Nombre,Letra,Versos
"La patria chica (Ruperto Chapí, 1907)",Aquel pueblecito blanco que está entre los olivares vale más que el mundo entero porque allí tengo a mi madre,"Aquel pueblecito blanco
que está entre los olivares
vale más que el mundo entero
porque allí tengo a mi madre"
"Malagueña en Sarta de Perlas. Fantasía para banda sobre motivos populares andaluces (C. Sadurni, 1889)",El aguardiente de Ocaña lo llevan a Puerto Rico y repican las campanas como si fuera el obispo,"El aguardiente de Ocaña
lo llevan a Puerto Rico
y repican las campanas
como si fuera el obispo"
"Charito (Joaquín Valverde, 1891)","Gastas mucha fantesía y te tienes que quear señalando con er deo como se queó San Juan No te quiero porque tengas mucho ni poco dinero te quiero no se por qué te quiero porque te quiero Yo he visto al diablo rezando y he visto a un santo pecar y a un ladrón pedir limosna y a un hombre de bien robar Si por cada desengaño fuera feliz un minuto ¡qué pocas penas, Dios mío me quedaban en el mundo!","Gastas mucha fantesía
y te tienes que quear
señalando con er deo
como se queó San Juan
No te quiero porque tengas
mucho ni poco dinero
te quiero no se por qué
te quiero porque te quiero
Yo he visto al diablo rezando
y he visto a un santo pecar
y a un ladrón pedir limosna
y a un hombre de bien robar
Si por cada desengaño
fuera feliz un minuto
¡qué pocas penas, Dios mío
me quedaban en el mundo!"
"La torre del Oro (Gerónimo Giménez, 1902)",Cuando me acuerdo de ti me dan ganas de buscarte cuando me acuerdo de tus partías y me arrepiento al instante eres la perdición,"Cuando me acuerdo de ti
me dan ganas de buscarte
cuando me acuerdo de tus partías
y me arrepiento al instante
eres la perdición"
"Malagueñas para piano. A la Srta. Dª Pilar Arnaiz (Ildefonso Dupuy, 1871)",Porque yo un día te vi y al verte el alma lloró di ¡por qué te conocí y el corazón te adoró! Cuando se mecen las flores no se el corazón que siente ellas pintan tus amores y me los canta una fuente,"Porque yo un día te vi
y al verte el alma lloró
di ¡por qué te conocí
y el corazón te adoró!
Cuando se mecen las flores
no se el corazón que siente
ellas pintan tus amores
y me los canta una fuente"
"Soledá (Joaquín Gené, 1907)",Antes de entregarte a un hombre mírale el alma por dentro porque si te sale farso después no tiene remedio,"Antes de entregarte a un hombre
mírale el alma por dentro
porque si te sale farso
después no tiene remedio"
"México Gráfico, 04/01/1891, p. 2, año III, nº 131.",Cuando levanto los ojos y miro el azul del cielo pienso que allí esta mi madre y me ve aunque no la veo,"Cuando levanto los ojos
y miro el azul del cielo
pienso que allí esta mi madre
y me ve aunque no la veo"
"Malagueña de la huerta. Colección de Cantos populares de Murcia (José Verdú, 1906)",Del cielo Dios ha quitado sus dos luceros más bellos y los ha puesto en tu cara para recrearse en ellos Cantar que del alma sale es pájaro que no muere volando de boca en boca corre mucho y vive siempre Dicen que no nos queremos porque no nos ven hablar a tu corazóny al mío se lo pueden preguntar,"Del cielo Dios ha quitado
sus dos luceros más bellos
y los ha puesto en tu cara
para recrearse en ellos
Cantar que del alma sale
es pájaro que no muere
volando de boca en boca
corre mucho y vive siempre
Dicen que no nos queremos
porque no nos ven hablar
a tu corazóny al mío
se lo pueden preguntar"
"Malagueña de la madrugá. Colección de Cantos populares de Murcia (José Verdú, 1906)",Antes de que rompa el día cuando la huerta está en calma vengo a dar satisfacciones a la que le día mi alma el alma y la vida mía A las tres justas llegó mi cantar hasta tu cama despierta y abrígalo que en mi cantar pone el alma peacicos del corazón Pensando en venir a hablarte apenas oi las dos vine para que te levantes que te levantes y hablemos cosicas que nadie sabe,"Antes de que rompa el día
cuando la huerta está en calma
vengo a dar satisfacciones
a la que le día mi alma
el alma y la vida mía
A las tres justas llegó
mi cantar hasta tu cama
despierta y abrígalo
que en mi cantar pone el alma
peacicos del corazón
Pensando en venir a hablarte
apenas oi las dos
vine para que te levantes
que te levantes y hablemos
cosicas que nadie sabe"
"Canción de la parranda. Aire de malagueñas.Música de Castro-Urdiales. (Francisco Barbieri, 1861)",Si llevase los platillos la parranda estaba buena pero como no los lleva la parranda va de pillos Si piensas que pienso en ti ni pienso ni lo imagino tengo los amores puestos en otro paño más fino Los marineros de Castro cuando no van a la mar se sientan en la plazuela y empiezan a murmurar De los santos de la iglesia si me dieran a escoger como padre putativo escogiera a San José,"Si llevase los platillos
la parranda estaba buena
pero como no los lleva
la parranda va de pillos
Si piensas que pienso en ti
ni pienso ni lo imagino
tengo los amores puestos
en otro paño más fino
Los marineros de Castro
cuando no van a la mar
se sientan en la plazuela
y empiezan a murmurar
De los santos de la iglesia
si me dieran a escoger
como padre putativo
escogiera a San José"
"Malagueña (Agost) (Salvador Seguí, 1973)","De Jijona vaig a Tibi de Tibi vaig a Castalla pase per Onil i Ibi i men torne per la Sarga Paso el río, paso el puente siempre te encuentro lavando déjate la tina y vente que aquí te estoy esperando Anoche te vi la cara a la luz de mi cigarro no he visto cara tan fina ni clavel tan encarnado","De Jijona vaig a Tibi
de Tibi vaig a Castalla
pase per Onil i Ibi
i men torne per la Sarga
Paso el río, paso el puente
siempre te encuentro lavando
déjate la tina y vente
que aquí te estoy esperando
Anoche te vi la cara
a la luz de mi cigarro
no he visto cara tan fina
ni clavel tan encarnado"
"Malagueña (Noveldá) (Salvador Seguí, 1973)",Esta es la malagueña tan bonita y elegante la que siempre hemos bailado en la provincia de Alicante El día en que tú naciste nacieron todas las flores en la pila del bautismo cantaron los ruiseñores Me dijistes agua va cuando encima me la echaste malísima picarona hasta el alma me mojaste,"Esta es la malagueña
tan bonita y elegante
la que siempre hemos bailado
en la provincia de Alicante
El día en que tú naciste
nacieron todas las flores
en la pila del bautismo
cantaron los ruiseñores
Me dijistes agua va
cuando encima me la echaste
malísima picarona
hasta el alma me mojaste"
"Malagueña (Villena) (Salvador Seguí, 1973)",Bailaor que estás bailando mueve las patas con gracia que parecen alpicoces cuando aún están en la mata Veinticinco rosas tienes del rosal que hay en las cruces veinticinco puñaladas dadas por una Virtudes La Peña Rubia se casa con Picachos de Cabreras y los padrinos son las sierras de Carboneras,"Bailaor que estás bailando
mueve las patas con gracia
que parecen alpicoces
cuando aún están en la mata
Veinticinco rosas tienes
del rosal que hay en las cruces
veinticinco puñaladas
dadas por una Virtudes
La Peña Rubia se casa
con Picachos de Cabreras
y los padrinos son
las sierras de Carboneras"
"N. 206 Malagueña (José Mª. Soler García, 1986)",Isabelica bonita ¿qué tienes en tu corral? claveles y mirabeles los suspiros de un galán,"Isabelica bonita
¿qué tienes en tu corral?
claveles y mirabeles
los suspiros de un galán"
"N. 207 Malagueña (José Mª. Soler García, 1986)",La malagueña rondeña Anda y olé la camela un primo mío chocolate y café se quiere casar con ella si tu te vas sin haberla conocío que yo también me iré,"La malagueña rondeña
Anda y olé
la camela un primo mío
chocolate y café
se quiere casar con ella
si tu te vas
sin haberla conocío
que yo también me iré"
"N. 208 Malagueña (José Mª. Soler García, 1986)",Oh que calle tan oscura para mí que no la se yo la rondaré de día y de noche la sabré,"Oh que calle tan oscura
para mí que no la se
yo la rondaré de día
y de noche la sabré"
"Rondeña Malagueña (Pedro Lahorascala y Angel Tirado García, 1989)","Cantando una malagueña por tu puerta pasaré y en el cantar te diré adiós rosita extremeña cuando te volveré a ver Hojitas de limón verde y a mi caballo le eché no se las quiso comer mi caballito se muere Los toritos vienen los toritos van por el olivar de José Ramón los toritos son Están llenos de terrones los surcos de mi besana y tu cabeza serrana está llena de ilusiones de ilusiones pero vanas A la sombra de la parra qué bonito está el ""tejao"" con los racimos colgando y debajo la guitarra y el botijo ""colorao"" Del día a los toros de noche al café madre los toreros me pisan el pie y no digo ná Paso por la Extremadura cada vez que voy a Francia y veo la nieve blanca me acuerdo de tu hermosura hermosa paloma blanca Parece que va a llover despedirse, despedirse parece que va a llover la cama la tiene hecha lo que quiera puede hacer","Cantando una malagueña
por tu puerta pasaré
y en el cantar te diré
adiós rosita extremeña
cuando te volveré a ver
Hojitas de limón verde
y a mi caballo le eché
no se las quiso comer
mi caballito se muere
Los toritos vienen
los toritos van
por el olivar
de José Ramón
los toritos son
Están llenos de terrones
los surcos de mi besana
y tu cabeza serrana
está llena de ilusiones
de ilusiones pero vanas
A la sombra de la parra
qué bonito está el ""tejao""
con los racimos colgando
y debajo la guitarra
y el botijo ""colorao""
Del día a los toros
de noche al café
madre los toreros
me pisan el pie
y no digo ná
Paso por la Extremadura
cada vez que voy a Francia
y veo la nieve blanca
me acuerdo de tu hermosura
hermosa paloma blanca
Parece que va a llover
despedirse, despedirse
parece que va a llover
la cama la tiene hecha
lo que quiera puede hacer"
"Rondeña Malagueña (Pedro Echevarría Bravo, 1951)",La rondeña malagueña ¿dónde la habeis aprendido? a las orillas del mar o a la sombra de un molino,"La rondeña malagueña
¿dónde la habeis aprendido?
a las orillas del mar
o a la sombra de un molino"
"Tienen las malagueñitas. Malagueña (Juan Hidalgo Montoya, 1974)",Tienen las malagueñitas la sal de Dios en los labios y en la punta de la lengua azúcar canela y clavo Al barquito que en el mar está pegando vaivenes tengo yo comparaíta la voluntad que me tienes Ay pobrecita de mi que doy suspios al aire y el aire se me los lleva y no los recoge nadie El amor es una cosa Dios nos libre y Dios nos guarde que hace perder los sentidos al que los tiene cabales En el campo eres la rosa en el cielo eres la estrella en el aire la paloma y en el mar azul la perla ¿Ese cante malagueño en dónde lo has aprendido? A la orillita del mar a la sombra de un navío Hágame usté unos zapatos con el tacón del levante que soy chiquita y no alcanzo a los brazos de mi amante,"Tienen las malagueñitas
la sal de Dios en los labios
y en la punta de la lengua
azúcar canela y clavo
Al barquito que en el mar
está pegando vaivenes
tengo yo comparaíta
la voluntad que me tienes
Ay pobrecita de mi
que doy suspios al aire
y el aire se me los lleva
y no los recoge nadie
El amor es una cosa
Dios nos libre y Dios nos guarde
que hace perder los sentidos
al que los tiene cabales
En el campo eres la rosa
en el cielo eres la estrella
en el aire la paloma
y en el mar azul la perla
¿Ese cante malagueño
en dónde lo has aprendido?
A la orillita del mar
a la sombra de un navío
Hágame usté unos zapatos
con el tacón del levante
que soy chiquita y no alcanzo
a los brazos de mi amante"
"Malagueña (Andalucía) (José de Juan del Águila, 1965)",Cuando salí de Marbella hasta el caballo lloraba que me dejé una morena que al sol sus rayos quitaba,"Cuando salí de Marbella
hasta el caballo lloraba
que me dejé una morena
que al sol sus rayos quitaba"
"Adiós Málaga la bella. Malagueña (Juan Hidalgo Montoya, 1974)","Desde la Cruz de la Legua volví la cara llorando ¡Adiós Málaga la bella que lejos te vas quedando! Amores, amores tengo no los quisiera tener que un hombre se vuelve tonto en queriendo a una mujer La pena y la que no es pena todo es pena para mí ayer penaba por verte y hoy peno por que te ví","Desde la Cruz de la Legua
volví la cara llorando
¡Adiós Málaga la bella
que lejos te vas quedando!
Amores, amores tengo
no los quisiera tener
que un hombre se vuelve tonto
en queriendo a una mujer
La pena y la que no es pena
todo es pena para mí
ayer penaba por verte
y hoy peno por que te ví"
"Cuando salí de Marbella. Malagueña (Juan Hidalgo Montoya, 1974)",Cuando salí de Marbella hasta el caballo lloraba que me dejé una morena que al sol sus rayos quitaba,"Cuando salí de Marbella
hasta el caballo lloraba
que me dejé una morena
que al sol sus rayos quitaba"
"Málaga tiene la fama. Malagueña (Juan Hidalgo Montoya, 1974)",Málaga tiene la fama del vino y del aguardiente de las muchachas bonitas y de los hombres valientes,"Málaga tiene la fama
del vino y del aguardiente
de las muchachas bonitas
y de los hombres valientes"
